longitude,latitude,store_name,street_address,city,state,zip,phone_number
-104.605235,38.301583,T-0618  Pueblo,3300 Dillon Dr,Pueblo,CO,81008,(719)545-5631
-93.14468,45.05687,T-0619  Shoreview,3800 Lexington Ave N,Shoreview,MN,55126,(651)486-0048
-91.191594,43.873731,T-0620  LaCrosse,9400 State Road 16,Onalaska,WI,54650,(608)781-8050
-83.563635,41.720845,T-0622  Toledo NE,817 W Alexis Rd,Toledo,OH,43612,(419)478-0559
-83.654107,41.701978,T-0623  Toledo NW,5225 Monroe St,Toledo,OH,43623,(419)843-3441
-83.698005,41.613898,T-0624  Toledo W,1465 E Mall Dr,Holland,OH,43528,(419)866-9088
-106.664077,35.186183,T-0625  Albuquerque NW,9371 Coors Blvd NW,Albuquerque,NM,87114,(505)897-7923
-121.875108,37.414351,T-0626  San Jose Landess,2155 Morrill Ave,San Jose,CA,95132,(408)946-6791
-122.255234,47.455028,T-0627  South Center,301 Strander Blvd,Tukwila,WA,98188,(206)575-0682
-122.900781,46.143145,T-0628  Longview,205 Three Rivers Dr,Kelso,WA,98626,(360)425-3926
-83.636444,43.011631,T-0629  East Flint,3701 Lapeer Rd,Flint,MI,48503,(810)744-4040
-80.204225,26.273651,T-0630  Coral Springs,6250 W Sample Rd,Coral Springs,FL,33067,(954)752-1440
-83.898384,43.624314,T-0631  Bay City,4135 Wilder Rd,Bay City,MI,48706,(989)686-1770
-82.455757,43.038324,T-0632  Port Huron,4300 24th Ave,Fort Gratiot,MI,48059,(810)385-5000
-83.084375,42.492497,T-0633  Warren,27300 Dequindre Rd,Warren,MI,48092,(586)573-4200
-83.765515,42.245278,T-0634  Ann Arbor,2000 Waters Rd,Ann Arbor,MI,48103,(734)996-0700
-86.059648,39.910764,T-0635  Castleton,8448 Center Run Dr,Indianapolis,IN,46250,(317)845-9823
-117.398052,47.749961,T-0636  North Spokane,9770 N Newport Hwy,Spokane,WA,99218,(509)466-3006
-122.366834,47.521682,T-0637  West Seattle,2800 SW Barton St,Seattle,WA,98126,(206)932-1153
-80.204495,26.351707,T-0638  West Boca Raton,21637 State Road 7,Boca Raton,FL,33428,(561)483-3400
-111.68369,33.387881,T-0639  Mesa East,1525 S Power Rd,Mesa,AZ,85206,(480)396-0403
-121.655311,37.150513,T-0640  Morgan Hill,170 Cochrane Plz,Morgan Hill,CA,95037,(408)778-1366
-120.484516,37.322512,T-0641  Merced,3280 R St,Merced,CA,95348,(209)725-3482
-80.087554,26.437819,T-0642  Delray Beach,1200 Linton Blvd,Delray Beach,FL,33444,(561)265-3500
-93.215847,44.731069,T-0643  Apple Valley,15150 Cedar Ave,Apple Valley,MN,55124,(952)891-5500
-80.09128,26.54608,T-0644  Boynton Beach,1901 N Congress Ave,Boynton Beach,FL,33426,(561)735-0900
-81.548436,30.327513,T-0645  Regency,444 Monument Rd,Jacksonville,FL,32225,(904)721-4909
-81.418447,28.664882,T-0647  Altamonte Springs,886 W State Road 436,Altamonte Springs,FL,32714,(407)788-7377
-81.345663,28.553872,T-0649  East Colonial,718 Maguire Blvd,Orlando,FL,32803,(407)896-0401
-81.392972,28.449726,T-0650  Orlando South,880 Sand Lake Rd,Orlando,FL,32809,(407)856-5459
-82.708934,28.295718,T-0651  New Port Richey,6411 Tacoma Drive,New Port Richey,FL,34668,(727)841-6600
-82.709525,28.062881,T-0652  Boot Ranch,900 E Lake Rd,Palm Harbor,FL,34685,(727)786-6969
-82.784647,27.893126,T-0654  Largo,10500 Ulmerton Rd,Largo,FL,33771,(727)581-6000
-82.504661,28.087539,T-0655  North Dale Mabry,15240 N Dale Mabry Hwy,Tampa,FL,33618,(813)962-2281
-82.427861,28.072173,T-0656  University Plaza,13658 University Plaza St,Tampa,FL,33613,(813)972-3396
-94.909956,47.494502,T-0657  Bemidji,2100 Paul Bunyan Dr NW,Bemidji,MN,56601,(218)759-0820
-96.727802,46.875926,T-0658  Moorhead,3301 Highway 10 E,Moorhead,MN,56560,(218)233-2326
-94.242987,46.358602,T-0659  Brainerd,14546 Dellwood Dr N,Baxter,MN,56425,(218)828-3535
-117.434313,34.064899,T-0660  Fontana,16964 Slover Ave,Fontana,CA,92337,(909)356-4242
-95.041215,45.101671,T-0661  Willmar,2505 1st St S,Willmar,MN,56201,(320)235-0916
-92.930744,44.815625,T-0662  Cottage Grove,8655 E Point Douglas Rd S,Cottage Grove,MN,55016,(651)458-8179
-93.951441,44.17387,T-0663  Mankato,1850 Adams St,Mankato,MN,56001,(507)625-1011
-93.451129,45.032121,T-0664  Plymouth,4175 Vinewood Ln N,Plymouth,MN,55442,(763)553-0302
-82.493499,27.227736,T-0665  Sarasota,8401 S Tamiami Trl,Sarasota,FL,34238,(941)925-3377
-83.09078,40.089312,T-0666  Columbus NW,6000 Sawmill Rd,Dublin,OH,43017,(614)798-8160
-82.832631,39.922432,T-0667  Columbus SE,5855 Chantry Dr,Columbus,OH,43232,(614)575-2840
-83.100465,39.954583,T-0668  Columbus SW,3720 Soldano Blvd,Columbus,OH,43228,(614)279-4224
-81.549533,30.195446,T-0669  Southside,9041 Southside Blvd,Jacksonville,FL,32256,(904)464-0043
-89.706974,39.751693,T-0670  Springfield,3445 Freedom Dr,Springfield,IL,62704,(217)546-5003
-85.644488,44.723608,T-0671  Traverse City,3130 S Airport Rd W,Traverse City,MI,49684,(231)947-2992
-84.241242,43.658316,T-0672  Midland,6820 Eastman Ave,Midland,MI,48642,(989)832-0200
-84.425227,42.26715,T-0673  Jackson,1076 Jackson Xing,Jackson,MI,49202,(517)788-3900
-88.974564,37.745869,T-0674  Marion,3000 W Deyoung St,Marion,IL,62959,(618)997-8174
-122.067205,38.24697,T-0675  Fairfield,2059 Cadenasso Dr,Fairfield,CA,94533,(707)426-1105
-121.654434,36.716372,T-0676  Salinas,1640 N Main St,Salinas,CA,93906,(831)442-0547
-117.746006,33.868518,T-0677  Anaheim Hills,8108 E Santa Ana Canyon Rd,Anaheim,CA,92808,(714)921-9091
-117.169623,33.682203,T-0678  Menifee,30251 Antelope Rd,Menifee,CA,92584,(951)672-8580
-116.790795,47.734475,T-0679  Coeur d'Alene,315 W Canfield Ave,Coeur D Alene,ID,83815,(208)772-7523
-115.046944,36.064593,T-0680  Henderson,601 N Stephanie St,Henderson,NV,89014,(702)451-5959
-122.203254,47.367639,T-0681  Kent,26301 104th Ave SE,Kent,WA,98030,(253)850-9710
-89.758221,35.066236,T-0682  Germantown,9235 Poplar Ave,Germantown,TN,38138,(901)756-6011
-97.769608,30.190443,T-0683  Austin SE,6405 S Interstate Highway 35,Austin,TX,78744,(512)326-1191
-95.452134,30.168566,T-0684  Woodlands,1100 Lake Woodlands Dr,The Woodlands,TX,77380,(281)364-1281
-118.146224,34.600429,T-0685  Palmdale,39440 10th St W,Palmdale,CA,93551,(661)265-0906
-87.210712,30.470764,T-0686  Pensacola,4711 Bayou Blvd,Pensacola,FL,32503,(850)494-9070
-82.381829,29.62136,T-0687  Gainesville,3970 SW Archer Rd,Gainesville,FL,32608,(352)376-5260
-81.080132,29.183853,T-0688  Daytona Beach,2380 W International Speedway Blvd,Daytona Beach,FL,32114,(386)257-4778
-80.665915,28.080597,T-0689  Melbourne,2750 W New Haven Ave,Melbourne Village,FL,32904,(321)727-3238
-82.143765,27.012588,T-0690  Port Charlotte,1400A Tamiami Trl,Port Charlotte,FL,33948,(941)255-1181
-81.786567,28.825877,T-0691  Leesburg,10401 US Highway 441,Leesburg,FL,34788,(352)360-1100
-122.555362,38.091782,T-0692  Novato,200 Vintage Way,Novato,CA,94945,(415)892-3313
-93.379606,45.092371,T-0693  Brooklyn Park,7535 W Broadway Ave,Brooklyn Park,MN,55428,(763)425-5400
-92.959589,44.926943,T-0694  Woodbury,7200 Valley Creek Plz,Woodbury,MN,55125,(651)735-7083
-86.810188,35.96554,T-0695  Cool Springs,1701 Galleria Blvd,Franklin,TN,37067,(615)771-2093
-122.33957,48.465076,T-0696  Burlington,199 Cascade Mall Dr,Burlington,WA,98233,(360)757-6737
-122.315555,37.922467,T-0697  El Cerrito,11450 San Pablo Ave,El Cerrito,CA,94530,(510)237-6400
-119.046593,36.079681,T-0698  Porterville,1363 W Henderson Ave,Porterville,CA,93257,(559)782-3471
-114.462198,42.590746,T-0699  Twin Falls,1611 Blue Lakes Blvd N,Twin Falls,ID,83301,(208)736-0700
-110.958714,32.399153,T-0700  Oro Valley,10555 N Oracle Rd,Oro Valley,AZ,85737,(520)219-9862
-87.468073,41.524831,T-0731  Highland,10451 Indianapolis Blvd,Highland,IN,46322,(219)924-1527
-87.742248,41.843171,T-0732  Cicero,2901 S Cicero Ave,Cicero,IL,60804,(708)863-6830
-89.948779,38.78335,T-0733  Edwardsville,2350 Troy Rd,Edwardsville,IL,62025,(618)659-3200
-84.220547,31.6184,T-0734  Albany,2721 Dawson Rd,Albany,GA,31707,(229)888-1333
-110.25545,31.555896,T-0735  Sierra Vista,4151 E Highway 90,Sierra Vista,AZ,85635,(520)452-0035
-117.563719,33.90124,T-0736  Norco,1290 Hamner Ave,Norco,CA,92860,(951)371-1872
-122.313657,37.985502,T-0737  Pinole,1400 Fitzgerald Dr,Pinole,CA,94564,(510)222-0558
-121.45888,37.76014,T-0738  Tracy,2800 Naglee Rd,Tracy,CA,95304,(209)833-3494
-104.80185,38.79464,T-0739  S Colorado Springs,1630 E Cheyenne Mountain Blvd,Colorado Springs,CO,80906,(719)540-2366
-86.658232,30.41099,T-0740  Mary Esther,250 E Miracle Strip Pkwy,Mary Esther,FL,32569,(850)243-4188
-80.434299,25.686091,T-0746  Kendall,15005 SW 88th St,Miami,FL,33196,(305)386-1244
-84.020525,33.968869,T-0747  Lawrenceville,835 Lawrenceville Suwanee Rd,Lawrenceville,GA,30043,(770)338-4460
-84.322331,33.564974,T-0748  Morrow,1940 Mount Zion Rd,Morrow,GA,30260,(770)472-3355
-84.189414,34.016513,T-0749  Riverwood,5950 State Bridge Rd,Duluth,GA,30097,(770)476-5548
-83.317807,30.840466,T-0750  Valdosta,1815 Norman Dr,Valdosta,GA,31601,(229)242-0330
-93.061194,45.051428,T-0751  Vadnais Heights,975 County Road E,Vadnais Heights,MN,55127,(651)483-9637
-92.213672,38.580352,T-0752  Jefferson City,7358 W Stadium Blvd,Jefferson City,MO,65109,(573)635-8401
-88.030116,42.137857,T-0753  Palatine,679 E Dundee Rd,Palatine,IL,60074,(847)202-5120
-90.147573,32.398683,T-0754  North Jackson,6365 I 55 N,Jackson,MS,39213,(601)956-1150
-78.974765,35.055269,T-0755  Fayetteville,2056 Skibo Rd,Fayetteville,NC,28314,(910)860-4400
-82.373688,36.341748,T-0756  Johnson City,2116 N Roan St,Johnson City,TN,37601,(423)854-8899
-87.123308,37.718531,T-0757  Owensboro,5151 Frederica St,Owensboro,KY,42301,(270)686-7033
-97.169556,32.758567,T-0758  Eastchase,8550 East Fwy,Fort Worth,TX,76120,(817)274-7611
-77.287844,38.655123,T-0759  Potomac Mills,2460 Prince William Pkwy,Woodbridge,VA,22192,(703)490-3242
-120.488881,46.60652,T-0760  Yakima,12 N Fair Ave,Yakima,WA,98901,(509)248-3314
-117.007569,33.746628,T-0761  Hemet,3527 W Florida Ave,Hemet,CA,92545,(951)652-9585
-80.87936,35.107308,T-0762  Pineville,9531 South Blvd,Charlotte,NC,28273,(704)556-7082
-97.479708,25.92084,T-0763  Brownsville,2940 Boca Chica Blvd,Brownsville,TX,78521,(956)546-7778
-86.203348,43.205483,T-0764  Muskegon,1740 E Sherman Blvd,Muskegon,MI,49444,(231)737-1300
-122.540388,45.524988,T-0765  Gateway,11826 NE Glisan St,Portland,OR,97220,(503)251-9997
-121.299991,44.105294,T-0766  Bend,63435 N Highway 97,Bend,OR,97701,(541)330-1434
-117.822238,34.104983,T-0767  San Dimas,888 W Arrow Hwy,San Dimas,CA,91773,(909)394-0335
-111.940431,40.629117,T-0768  West Jordan,6748 Redwood Rd,West Jordan,UT,84084,(801)565-0006
-106.745246,32.316491,T-0769  Las Cruces,2541 E Lohman Ave Ste A,Las Cruces,NM,88011,(505)532-5899
-102.145962,32.027294,T-0770  Midland,4001 N Midland Dr,Midland,TX,79707,(432)699-7500
-98.540934,29.355699,T-0771  SW Military Drive,2810 SW Military Dr,San Antonio,TX,78224,(210)977-8552
-77.510619,38.298691,T-0772  Fredericksburg,1180 Carl D Silver Pkwy,Fredericksburg,VA,22401,(540)786-6800
-86.364888,39.713832,T-0773  Plainfield,2673 E Main St,Plainfield,IN,46168,(317)839-4027
-94.476342,37.084596,T-0774  Joplin,3151 E 7th St,Joplin,MO,64801,(417)659-8755
-95.30711,32.272877,T-0775  Tyler,7003 S Broadway Ave,Tyler,TX,75703,(903)939-1900
-82.93466,42.447424,T-0776  Eastland,18000 Vernier Rd,Harper Woods,MI,48225,(313)371-9751
-83.202552,42.448375,T-0777  Northland,21500 Northwestern Hwy,Southfield,MI,48075,(248)423-4202
-84.440201,33.481206,T-0778  Fayetteville,107 Pavilion Pkwy,Fayetteville,GA,30214,(770)719-9766
-85.880451,37.728704,T-0779  Elizabethtown,1631 Ring Rd,Elizabethtown,KY,42701,(270)769-6402
-85.593708,38.215626,T-0780  Jeffersontown,4640 Taylorsville Rd,Louisville,KY,40220,(502)493-8717
-81.736188,41.377681,T-0792  Parma,6850 Ridge Rd,Parma,OH,44129,(440)842-9001
-81.471449,41.119539,T-0793  Cuyahoga Falls,449 Howe Ave,Cuyahoga Falls,OH,44221,(330)928-0014
-81.429357,40.85999,T-0794  Canton,5584 Dressler Rd NW,North Canton,OH,44720,(330)494-2153
-84.023078,36.008068,T-0795  Knoxville NW,6670 Clinton Hwy,Knoxville,TN,37912,(865)947-7636
-83.84601,34.290496,T-0796  Gainesville,514 Shallowford Rd NW,Gainesville,GA,30504,(770)532-6670
-88.124771,30.672977,T-0797  Bel-Air,3201 Airport Blvd,Mobile,AL,36606,(251)471-9760
-82.54893,28.027225,T-0798  Town & Country,6295 W Waters Ave,Tampa,FL,33634,(813)885-2311
-82.463295,27.336937,T-0799  North Sarasota,5350 Fruitville Rd,Sarasota,FL,34232,(941)379-6660
-96.316369,30.611601,T-0800  College Station,2100 Texas Ave S,College Station,TX,77840,(979)693-8400
-99.500385,27.569281,T-0801  Laredo,7501 San Dario Ave,Laredo,TX,78045,(956)722-6800
-97.721775,26.186457,T-0802  Harlingen,1002 Dixieland Rd,Harlingen,TX,78552,(956)421-4900
-93.599128,41.524894,T-0803  South Des Moines,1111 E Army Post Rd Ste 2204,Des Moines,IA,50315,(515)287-3438
-93.249193,43.150406,T-0804  Mason City,3450 4th St SW,Mason City,IA,50401,(641)423-8335
-90.165507,44.684578,T-0805  Marshfield,1708 N Central Ave,Marshfield,WI,54449,(715)389-2020
-89.522615,44.524436,T-0806  Stevens Point,5300 US Highway 10 E,Stevens Point,WI,54481,(715)341-8790
-88.582082,43.997954,T-0807  Oshkosh,1900 S Koeller St,Oshkosh,WI,54902,(920)426-5003
-88.483888,43.790268,T-0808  Fond Du Lac,485 N Rolling Meadows Dr,Fond Du Lac,WI,54937,(920)924-0420
-88.997219,42.722266,T-0809  Janesville,2017 Humes Rd,Janesville,WI,53545,(608)754-8331
-88.987499,42.269348,T-0810  Rockford,6560 E State St,Rockford,IL,61108,(815)227-9788
-85.649034,30.189833,T-0811  Panama City,2340 Highway 77,Panama City,FL,32405,(850)785-8966
-82.323336,27.936958,T-0812  Brandon,2333 W Brandon Blvd,Brandon,FL,33511,(813)654-4955
-82.393332,27.050985,T-0813  Venice,4271 Tamiami Trl S,Venice,FL,34293,(941)492-9224
-80.32162,26.150855,T-0815  Sawgrass,12801 W Sunrise Blvd,Sunrise,FL,33323,(954)846-2600
-80.270905,27.237906,T-0816  Stuart,2650 NW Federal Hwy,Stuart,FL,34994,(772)692-3388
-82.574473,27.431848,T-0817  Bradenton,6150 14th St W,Bradenton,FL,34207,(941)756-2700
-81.869054,26.542286,T-0818  Ft Myers,13711 S Tamiami Trl,Fort Myers,FL,33912,(239)481-8860
-82.901004,42.548246,T-0819  Clinton Pointe,33860 S Gratiot Ave,Clinton Township,MI,48035,(586)791-9900
-93.268391,45.127288,T-0820  Northtown,8600 Springbrook Dr NW,Coon Rapids,MN,55433,(763)785-0322
-95.390837,45.846395,T-0821  Alexandria,4404 Highway 29 S,Alexandria,MN,56308,(320)763-6661
-106.549378,31.816862,T-0822  El Paso West,801 Sunland Park Dr,El Paso,TX,79912,(915)585-8185
-106.305134,31.770865,T-0823  El Paso East,1901 George Dieter Dr,El Paso,TX,79936,(915)590-3560
-98.213713,26.184911,T-0824  McAllen,708 E Expressway 83,McAllen,TX,78503,(956)682-2611
-112.228178,33.635775,T-0825  Peoria North,8055 W Bell Rd,Peoria,AZ,85382,(623)979-0250
-115.251335,36.219323,T-0826  Las Vegas NW,3210 N Tenaya Way,Las Vegas,NV,89129,(702)645-5440
-121.96369,38.363071,T-0827  Vacaville,3000 Harbison Dr,Vacaville,CA,95687,(707)452-8053
-121.746776,37.701391,T-0828  Livermore,4300 Las Positas Rd,Livermore,CA,94551,(925)606-1445
-81.441239,28.30635,T-0829  Kissimmee,3003 W Vine St,Kissimmee,FL,34741,(407)846-6611
-119.221782,46.221563,T-0830  Kennewick,1106 N Columbia Center Blvd,Kennewick,WA,99336,(509)735-7272
-103.643519,41.870156,T-0831  Scottsbluff,1401 Frontage Rd,Scottsbluff,NE,69361,(308)632-6223
-104.521094,33.42655,T-0832  Roswell,2725 N Main St,Roswell,NM,88201,(505)623-0445
-87.957864,42.238975,T-0833  Vernon Hills,313 E Townline Rd,Vernon Hills,IL,60061,(847)680-0390
-88.342178,42.025037,T-0834  Elgin,300 S Randall Rd,Elgin,IL,60123,(847)695-1992
-88.145836,42.023613,T-0835  West Schaumburg,2621 W Schaumburg Rd,Schaumburg,IL,60194,(847)798-0192
-88.099806,41.93778,T-0836  Glendale Heights,175 W Army Trail Rd,Glendale Heights,IL,60139,(630)582-0043
-87.843097,41.90773,T-0837  Melrose Park,850 W North Ave,Melrose Park,IL,60160,(708)338-2784
-88.140298,41.858788,T-0838  Wheaton,601 S County Farm Rd,Wheaton,IL,60187,(630)510-1590
-88.342558,41.855553,T-0839  Batavia,115 N Randall Rd,Batavia,IL,60510,(630)406-8152
-88.2028,41.770859,T-0840  Naperville,1951 W Jefferson Ave,Naperville,IL,60540,(630)357-0056
-87.743097,41.761013,T-0841  Bedford Park,7100 S Cicero Ave,Chicago,IL,60629,(708)563-9050
-87.849253,41.603533,T-0842  Orland Park,15850 S 94th Ave,Orland Park,IL,60462,(708)349-1122
-87.86652,41.777566,T-0843  Hodgkins,9250 Joliet Rd,Hodgkins,IL,60525,(708)387-2350
-84.244199,30.430723,T-0844  Tallahassee,2120 Apalachee Pkwy,Tallahassee,FL,32301,(850)671-2041
-81.348449,28.753794,T-0845  Lake Mary,4155 W Lake Mary Blvd,Lake Mary,FL,32746,(407)330-9330
-87.565687,41.598262,T-0846  Calumet City,1717 E West Rd,Calumet City,IL,60409,(708)730-3000
-92.550896,47.511337,T-0847  Virginia,1001 13th St S,Virginia,MN,55792,(218)741-7104
-98.4418,45.457601,T-0848  Aberdeen,3316 6th Ave SE,Aberdeen,SD,57401,(605)226-0223
-106.412822,31.783829,T-0849  El Paso Central,6101 W Gateway Blvd,El Paso,TX,79925,(915)772-9302
-115.241982,36.124732,T-0850  West Las Vegas,3550 S Rainbow Blvd,Las Vegas,NV,89103,(702)253-5151
-112.218123,33.475797,T-0851  Westridge,7409 W Virginia Ave,Phoenix,AZ,85035,(623)245-1800
-122.720155,38.346653,T-0852  Rohnert Park,475 Rohnert Park Expy W,Rohnert Park,CA,94928,(707)586-2901
-121.304851,38.116591,T-0853  Lodi,2375 W Kettleman Ln,Lodi,CA,95242,(209)369-9371
-111.048666,32.335413,T-0854  Tucson NW,3901 W Ina Rd,Tucson,AZ,85741,(520)744-3553
-110.850496,32.248211,T-0855  Tucson NE,6500 E Grant Rd,Tucson,AZ,85715,(520)290-1711
-97.432738,42.019699,T-0856  Norfolk,1510 Market Ln,Norfolk,NE,68701,(402)379-9933
-99.084691,40.722122,T-0857  Kearney,4800 3rd Ave,Kearney,NE,68847,(308)237-0644
-95.503767,29.849544,T-0858  Houston NW,13250 Northwest Fwy,Houston,TX,77040,(713)939-7878
-97.083347,44.889087,T-0859  Watertown,2000 9th Ave SE,Watertown,SD,57201,(605)882-0717
-91.172063,40.819851,T-0860  Burlington,525 S Gear Ave,West Burlington,IA,52655,(319)752-2023
-93.855204,45.164523,T-0861  Buffalo,1300 State Highway 55 NE,Buffalo,MN,55313,(763)682-4996
-93.543679,44.861359,T-0862  Chanhassen,851 W 78th St,Chanhassen,MN,55317,(952)470-0206
-88.132011,43.191134,T-0863  Menomonee Falls,N95 W 17707 Shady Ln,Menomonee Falls,WI,53051,(262)255-6119
-88.374982,43.050623,T-0864  Delafield,2553 Sun Valley Dr,Delafield,WI,53018,(262)646-5200
-87.965389,42.384504,T-0865  Gurnee,6601 Grand Ave,Gurnee,IL,60031,(847)244-4990
-88.044063,41.77138,T-0866  Woodridge,2333 63rd St,Woodridge,IL,60517,(630)434-0909
-88.123429,41.705302,T-0867  Bolingbrook,1188 W Boughton Rd,Bolingbrook,IL,60440,(630)378-5544
-87.739715,41.651343,T-0868  Crestwood,5071 Cal Sag Rd,Crestwood,IL,60445,(708)385-9722
-87.73461,41.498009,T-0869  Matteson,21600 Cicero Ave,Matteson,IL,60443,(708)748-0990
-87.304095,41.469739,T-0870  Lake County,2661 E US Highway 30,Merrillville,IN,46410,(219)942-0402
-89.632118,40.747346,T-0871  Peoria,5001 N Big Hollow Rd,Peoria,IL,61615,(309)691-9030
-83.432278,42.436196,T-0872  West Livonia,20100 Haggerty Rd,Livonia,MI,48152,(734)953-6620
-82.158951,29.17297,T-0873  Ocala,2000 SW College Rd,Ocala,FL,34474,(352)629-1333
-81.291164,28.914919,T-0874  Orange City,2575 Enterprise Rd,Orange City,FL,32763,(386)774-5574
-96.790341,32.80412,T-0875  Cityplace Market,2417 N Haskell Ave,Dallas,TX,75204,(214)826-0331
-97.089622,32.928601,T-0876  Grapevine,1101 Ira E Woods Ave,Grapevine,TX,76051,(817)488-1800
-80.174455,26.012134,T-0877  Hollywood,300 Hollywood Mall,Hollywood,FL,33021,(954)963-1200
-94.162185,42.506039,T-0878  Fort Dodge,2910 1st Ave S,Fort Dodge,IA,50501,(515)573-7950
-96.642802,40.756422,T-0879  Lincoln South,5330 S 56th St,Lincoln,NE,68516,(402)423-0300
-88.046177,42.038586,T-0880  Woodfield,1235 E Higgins Rd,Schaumburg,IL,60173,(847)413-1080
-86.278654,39.822204,T-0881  Eagle Creek,6925 W 38th St,Indianapolis,IN,46254,(317)329-1034
-95.465011,29.049326,T-0882  Lake Jackson,202 Highway 332 W,Lake Jackson,TX,77566,(979)299-0009
-118.134734,34.146607,T-0883  Pasadena,777 E Colorado Blvd,Pasadena,CA,91101,(626)584-1606
-112.437793,34.548689,T-0884  Prescott,1851 E Highway 69,Prescott,AZ,86301,(928)771-8400
-114.038168,46.889773,T-0885  Missoula,2420 N Reserve St,Missoula,MT,59808,(406)543-4000
-94.975653,29.770415,T-0887  Baytown,4510 Garth Rd,Baytown,TX,77521,(281)427-0265
-96.997523,28.864149,T-0888  Victoria,7508 Zac Lentz Pkwy,Victoria,TX,77904,(361)578-3612
-92.104816,46.698365,T-0889  Superior,3535 Tower Ave,Superior,WI,54880,(715)392-9791
-92.437587,41.012817,T-0890  Ottumwa,1020 N Quincy Ave,Ottumwa,IA,52501,(641)684-4229
-90.385295,40.975948,T-0891  Galesburg,1071 W Carl Sandburg Dr,Galesburg,IL,61401,(309)344-3211
-88.265825,42.352988,T-0892  McHenry,1860 N Richmond Rd,Mchenry,IL,60050,(815)385-1085
-87.990878,41.965789,T-0893  Wood Dale,401 W Irving Park Rd,Wood Dale,IL,60191,(630)875-8010
-88.158137,41.57885,T-0894  Joliet,2701 Plainfield Rd,Joliet,IL,60435,(815)439-6940
-87.85254,41.176702,T-0895  Bradley,1615 N State Route 50,Bourbonnais,IL,60914,(815)933-8890
-83.441497,42.533994,T-0896  Commerce Township,495 Haggerty Hwy,Walled Lake,MI,48390,(248)960-7900
-81.234444,28.657665,T-0897  Oviedo,820 Oviedo Marketplace Blvd,Oviedo,FL,32765,(407)366-5900
-81.339875,28.670575,T-0898  Casselberry,4410 S Highway 17 92,Casselberry,FL,32707,(407)830-7979
-81.770379,26.209052,T-0899  Naples,2322 Pine Ridge Rd,Naples,FL,34109,(239)435-0051
-83.388827,41.947388,T-0900  Monroe,2121 N Monroe St,Monroe,MI,48162,(734)457-2902
-85.65167,42.296896,T-0901  Kalamazoo West,5350 W Main St,Kalamazoo,MI,49009,(269)349-6148
-88.725623,41.954346,T-0902  Dekalb,2555 Sycamore Rd,Dekalb,IL,60115,(815)748-3080
-88.294541,42.097086,T-0903  West Dundee,999 W Main St,West Dundee,IL,60118,(847)836-1060
-93.527362,47.209467,T-0904  Grand Rapids,2140 S Pokegama Ave,Grand Rapids,MN,55744,(218)326-3011
-97.612147,38.783959,T-0905  Salina,2939 Market Pl,Salina,KS,67401,(785)825-1354
-100.842882,37.979738,T-0906  Garden City,2401 E Kansas Ave,Garden City,KS,67846,(620)275-1101
-95.716662,29.780209,T-0907  Katy,19955 Katy Fwy,Houston,TX,77094,(281)647-9191
-105.132599,40.153448,T-0908  Longmont,551 S Hover Rd,Longmont,CO,80501,(303)684-0701
-111.981445,33.321438,T-0909  Ahwatukee,4734 E Ray Rd,Phoenix,AZ,85044,(480)893-9333
-122.86567,45.538833,T-0910  Tanasbourne,18101 NW Evergreen Pkwy,Beaverton,OR,97006,(503)531-3656
-119.788003,36.845874,T-0911  Fresno North,7600 N Blackstone Ave,Fresno,CA,93720,(559)431-0104
-117.71921,33.9974,T-0912  Chino Hills,3944 Grand Ave,Chino,CA,91710,(909)465-5804
-117.663607,33.677593,T-0913  Foothill Ranch,26762 Portola Pkwy,Foothill Ranch,CA,92610,(949)454-2360
-117.598,33.6417,T-0914  Rancho Santa Margarita,30602 Santa Margarita Pkwy,Rancho Santa Margarita,CA,92688,(949)459-1543
-117.219164,47.656447,T-0915  Spokane Valley,13724 E Sprague Ave,Spokane,WA,99216,(509)924-8757
-84.015599,33.875271,T-0917  Snellville,1905 Scenic Hwy N,Snellville,GA,30078,(770)736-1113
-80.707023,35.122519,T-0918  Charlotte SE,1900 Matthews Township Pkwy,Matthews,NC,28105,(704)845-0948
-82.599577,28.493188,T-0919  Spring Hill,4401 Commercial Way,Spring Hill,FL,34606,(352)596-1411
-80.2985,26.009684,T-0920  Pembroke Pines,11253 Pines Blvd,Pembroke Pines,FL,33026,(954)435-3161
-88.857348,35.687045,T-0921  Jackson,93 Stonebrook Pl,Jackson,TN,38305,(731)664-3848
-83.792341,42.546207,T-0922  Brighton,8043 Challis Rd,Brighton,MI,48116,(810)229-0038
-83.2241,42.13541,T-0923  Woodhaven,23555 Allen Rd,Woodhaven,MI,48183,(734)692-7200
-84.764702,43.576984,T-0924  Mt Pleasant,4097 E Blue Grass Rd,Mount Pleasant,MI,48858,(989)773-0218
-87.887873,42.56653,T-0925  Kenosha,7450 Green Bay Rd,Kenosha,WI,53142,(262)694-0214
-90.527018,41.470478,T-0926  SW Moline,900 42nd Avenue Dr,Moline,IL,61265,(309)764-7500
-87.706078,42.020314,T-0927  Evanston,2209 Howard St,Evanston,IL,60202,(847)733-1144
-87.780169,42.012819,T-0928  Niles,6150 W Touhy Ave,Niles,IL,60714,(847)588-2800
-89.129348,41.362576,T-0929  Peru,4370 Venture Dr,Peru,IL,61354,(815)224-2442
-94.144753,45.564838,T-0930  St Cloud East,125 Lincoln Ave SE,Saint Cloud,MN,56304,(320)654-0096
